id,pl,pw,sl,sw
12174,5,3.3,1.7,0.6
12175,4.8,3.3,1.8,0.2
12176,4.9,2.9,1.5,0.3
12177,5,3.2,1.7,0.5
12178,5.2,3.4,1.4,0.3
12179,5.2,3.4,1.4,0.2
12180,4.7,3.1,1.5,0.3
12181,4.7,3,1.6,0.1
12182,5.3,3.2,1.3,0.6
12183,5.2,4.1,1.5,0.2
12184,5.4,4.1,1.4,0.1
12185,4.9,3,1.3,0.2
12186,4.9,3.1,1.1,0.3
12187,5.5,3.5,1.4,0.2
12188,4.8,3.1,1.3,0.2
12189,4.5,2.9,1.2,0.2
12190,5,3.4,1.4,0.1
12191,5.1,3.5,1.2,0.3
12192,4.4,2.2,1.4,0.3
12193,4.2,3.2,1.3,0.2
12194,4.9,3.4,1.5,0.8
12195,5,3.8,1.9,0.5
12196,4.7,2.9,1.4,0.3
12197,5.1,3.9,1.4,0.2
12198,4.6,3.2,1.4,0.4
12199,5.2,3.7,1.3,0.2
12200,5,3.2,1.4,0.3
12201,7,3.2,4.6,1.4
12202,6.3,3.1,4.5,1.6
12203,7,3.1,4.8,1.6
12204,5.4,2.4,3.9,1.4
12205,6.3,2.7,4.7,1.5
12206,5.6,2.7,4.4,1.3
12207,6.3,3.3,4.5,1.7
12208,4.9,2.4,3.2,1.1
12209,6.6,2.9,4.7,1.2
12210,5.1,2.6,3.8,1.5
12211,4.9,2,3.4,1.2
12212,5.8,3,4.1,1.6
12213,6,2.2,4,1.1
12214,6,2.9,4.8,1.6
12215,5.5,2.8,3.5,1.3
12216,6.7,3.1,4.3,1.4
12217,5.7,2.9,4.4,1.5
12218,5.9,2.6,4.1,1.2
12219,6.1,2.2,4.5,1.6
12220,5.6,2.6,3.8,1.3
12221,5.9,3.2,4.8,1.9
12222,6,2.7,3.9,1.4
12223,6.2,2.6,4.9,1.4
12224,6.1,2.7,4.7,1.2
12225,6.4,2.8,4.4,1.3
12226,6.6,3,4.3,1.6
12227,6.7,2.8,4.7,1.4
12228,6.8,3.1,5,1.8
12229,5.9,2.8,4.4,1.6
12230,5.7,2.5,3.5,1.2
12231,5.3,2.4,3.7,1.2
12232,5.5,2.3,3.6,0.9
12233,5.8,2.7,3.9,1.3
12234,6,2.7,5.1,1.6
12235,5.3,2.8,4.4,1.6
12236,5.9,3.4,4.5,1.7
12237,6.8,3,4.7,1.7
12238,6.4,2.4,4.4,1.4
12239,5.7,2.8,4,1.3
12240,5.5,2.5,3.9,1.3
12241,5.5,2.4,4.2,1.2
12242,6.1,2.9,4.5,1.4
12243,5.7,2.5,4,1.1
12244,4.9,2.4,3.3,1
12245,5.7,2.7,4.1,1.5
12246,5.6,2.9,4.1,1.2
12247,5.5,2.9,4.2,1.3
12248,6.1,2.9,4.3,1.4
12249,5.1,2.5,3,1.1
12250,5.7,2.8,4,1.3
12251,6.1,3.2,6,2.6
12252,5.7,2.5,5.2,2.1
12253,7.1,2.9,5.9,2.1
12254,6.2,3,5.5,1.8
12255,6.5,2.8,5.9,2.3
12256,7.5,2.9,6.6,2.2
12257,4.9,2.5,4.3,1.7
12258,7.2,2.9,6.1,2
12259,6.7,2.4,5.7,1.8
12260,7.2,3.6,6.1,2.6
12261,6.6,3,5,2
12262,6.3,2.7,5.2,2.1
12263,6.7,2.9,5.5,2.2
12264,5.7,2.6,4.9,2.1
12265,5.7,2.8,5,2.4
12266,6.4,3.2,5.3,2.3
12267,6.4,2.9,5.4,1.7
12268,7.7,3.7,6.7,2.2
12269,7.6,2.6,6.9,2.5
12270,6,2,5,1.7
12271,6.8,3.2,5.7,2.5
12272,5.6,2.6,4.9,2.1
12273,7.7,2.7,6.6,2.1
12274,6.3,2.7,4.8,1.8
12275,6.6,3.2,5.6,2.1
12276,7.2,3.2,6,1.8
12277,6,2.9,4.8,2
12278,6,3,4.9,1.8
12279,6.3,2.9,5.5,2.1
12280,7.2,3,5.9,1.7
12281,7.3,2.8,6.2,1.9
12282,7.9,3.7,6.3,2
12283,6.4,2.9,5.5,2.2
12284,6.3,2.8,5.1,1.5
12285,6,2.4,5.5,1.4
12286,7.5,2.9,5.9,2.4
12287,6.2,3.4,5.6,2.6
12288,6.5,3.1,5.4,1.8
12289,5.9,2.9,4.7,1.8
12290,6.8,2.9,5.5,2.2
12291,6.7,3,5.6,2.4
12292,6.8,3,5.1,2.4
12293,5.8,2.6,5,2
12294,6.7,3.2,5.9,2.3
12295,6.6,3.1,5.7,2.4
12296,6.5,2.9,5.3,2.3
12297,6.3,2.5,5,2.1
12298,6.5,2.8,5.1,1.9
12299,6,3.3,5.4,2.3
12300,5.8,2.9,5.1,1.8
12301,5.1,3.4,1.3,0.2
12302,4.7,3,1.4,0.3
12303,4.6,3.2,1.1,0.2
12304,4.6,3.1,1.3,0.2
12305,4.9,3.6,1.3,0.4
12306,5.5,3.9,1.7,0.5
12307,4.6,3.3,1.5,0.3
12308,4.8,3.3,1.4,0.2
12309,4.2,2.8,1.2,0.3
12310,4.9,2.9,1.5,0.2
12311,5.4,3.6,1.4,0.3
12312,4.8,3.4,1.6,0.2
12313,4.8,3,1.4,0.2
12314,4.3,3,1,0.2
12315,5.8,4.1,1.1,0.2
12316,5.7,4.3,1.4,0.5
12317,5.4,4,1.3,0.5
12318,5,3.4,1.2,0.5
12319,5.6,3.9,1.7,0.3
12320,5,3.8,1.5,0.5
12321,5.3,3.4,1.6,0.2
12322,5.1,3.7,1.3,0.4
12323,4.6,3.5,0.9,0.3
12324,5.1,3.2,1.7,0.5
12325,4.7,3.5,1.7,0.3
12326,5,2.9,1.5,0.3
12327,4.8,3.3,1.6,0.5
12328,5.2,3.4,1.5,0.2
12329,5.3,3.2,1.4,0.3
12330,4.7,3.1,1.6,0.2
12331,4.8,3.1,1.6,0.2
12332,5.5,3.4,1.5,0.6
12333,5,4,1.5,0.2
12334,5.5,4.1,1.3,0.4
12335,5,3.1,1.5,0.2
12336,4.8,3,1.1,0.3
12337,5.5,3.4,1.2,0.2
12338,4.8,3.1,1.5,0.2
12339,4.4,2.9,1.3,0.3
12340,5,3.3,1.5,0.4
12341,4.9,3.4,1.4,0.3
12342,4.3,2.1,1.1,0.3
12343,4.3,3.2,1.4,0.2
12344,4.9,3.5,1.5,0.6
12345,5,3.8,1.9,0.5
12346,4.6,3,1.4,0.4
12347,4.9,3.8,1.7,0.1
12348,4.5,3,1.4,0.2
12349,5.2,3.7,1.4,0.3
12350,4.9,3.4,1.3,0.3
12351,7,3,4.7,1.5
12352,6.3,3.2,4.4,1.6
12353,6.9,3.2,4.8,1.5
12354,5.3,2.3,4.1,1.3
12355,6.3,2.7,4.7,1.6
12356,5.7,2.9,4.4,1.3
12357,6.2,3.3,4.6,1.8
12358,4.8,2.4,3.1,0.9
12359,6.6,2.7,4.6,1.3
12360,5.1,2.5,3.8,1.4
12361,4.9,1.9,3.6,0.9
12362,5.7,2.9,4.1,1.6
12363,6.1,2,3.9,1.2
12364,6,3,4.7,1.4
12365,5.6,2.8,3.5,1.3
12366,6.6,3.2,4.4,1.5
12367,5.5,2.8,4.3,1.5
12368,5.7,2.8,4,1
12369,6.1,2.2,4.4,1.5
12370,5.5,2.5,3.8,1.2
12371,5.9,3.2,4.6,1.8
12372,5.9,2.8,4,1.4
12373,6.3,2.5,4.8,1.7
12374,6.1,2.6,4.7,1.2
12375,6.4,2.7,4.3,1.3
12376,6.6,2.9,4.4,1.5
12377,6.7,2.7,4.6,1.4
12378,6.7,3,5.1,1.7
12379,6,3,4.4,1.4
12380,5.6,2.5,3.4,1
12381,5.3,2.3,3.7,1.3
12382,5.4,2.3,3.7,1
12383,5.8,2.6,3.9,1.4
12384,5.9,2.6,5.2,1.7
12385,5.3,3,4.3,1.6
12386,5.9,3.3,4.4,1.6
12387,6.7,3,4.6,1.5
12388,6.2,2.1,4.3,1.3
12389,5.5,2.9,4,1.3
12390,5.5,2.5,4,1.5
12391,5.5,2.6,4.4,1.2
12392,6,3,4.6,1.4
12393,5.8,2.4,4.1,1.2
12394,4.8,2.2,3.3,1.1
12395,5.6,2.7,4.1,1.3
12396,5.7,3,4.1,1.3
12397,5.7,2.9,4.2,1.4
12398,6.2,2.7,4.2,1.3
12399,5.1,2.5,2.9,1.2
12400,5.6,2.8,4.2,1.3
12401,6.3,3.3,6,2.6
12402,5.7,2.6,5.2,1.9
12403,7.1,2.8,5.8,2.3
12404,6.1,2.8,5.7,1.8
12405,6.4,2.9,5.7,2.2
12406,7.6,2.8,6.5,2.2
12407,4.8,2.3,4.5,1.7
12408,7.3,3,6.2,2
12409,6.6,2.6,5.7,2
12410,7.2,3.7,6.1,2.6
12411,6.5,3.1,5.1,2
12412,6.4,2.7,5.1,1.9
12413,6.7,3,5.4,2.1
12414,5.6,2.5,5.1,2
12415,5.8,2.8,5.1,2.5
12416,6.4,3.2,5.4,2.5
12417,6.3,2.9,5.3,1.7
12418,7.6,3.7,6.7,2.2
12419,7.5,2.6,6.8,2.4
12420,6,2.1,4.9,1.6
12421,6.8,3.1,5.7,2.4
12422,5.6,2.8,4.9,2
12423,7.7,2.8,6.5,2
12424,6.1,2.6,4.8,1.9
12425,6.7,3.1,5.7,2.1
12426,7.2,3.2,6,1.8
12427,6.1,2.7,4.6,1.9
12428,6,2.9,4.9,1.9
12429,6.4,2.7,5.6,2.2
12430,7.2,3,5.7,1.8
12431,7.2,2.7,6,1.9
12432,7.8,3.9,6.4,2.1
12433,6.4,2.7,5.6,2.2
12434,6.3,2.7,4.9,1.7
12435,6.1,2.6,5.6,1.5
12436,7.6,2.9,5.9,2.4
12437,6.4,3.3,5.5,2.5
12438,6.4,3.1,5.4,1.9
12439,6,3,4.8,1.8
12440,6.8,2.9,5.3,2
12441,6.7,2.9,5.6,2.6
12442,6.8,3,4.9,2.3
12443,5.8,2.6,4.9,2
12444,6.8,3.2,5.9,2.3
12445,6.5,3.2,5.8,2.5
12446,6.8,3,5.3,2.4
12447,6.3,2.4,4.9,2
12448,6.5,3,5.1,2.1
12449,6.2,3.4,5.3,2.3
12450,5.9,2.8,4.9,1.8
12451,5.2,3.4,1.2,0.3
12452,4.9,2.9,1.3,0.3
12453,4.5,3.3,1.3,0.4
12454,4.6,3.1,1.6,0.2
12455,5,3.5,1.4,0.2
12456,5.5,3.9,1.6,0.3
12457,4.5,3.4,1.2,0.3
12458,5,3.3,1.4,0.2
12459,4.4,2.7,1.2,0.4
12460,4.9,3.2,1.4,0.2
12461,5.3,3.8,1.5,0.2
12462,4.7,3.4,1.6,0.2
12463,4.8,2.8,1.5,0.1
12464,4.3,2.9,1.2,0.2
12465,5.7,4.1,1.2,0.2
12466,5.6,4.3,1.4,0.4
12467,5.4,3.8,1.2,0.4
12468,5,3.5,1.3,0.3
12469,5.7,3.7,1.6,0.4
12470,5.1,3.7,1.6,0.3
12471,5.2,3.2,1.5,0.2
12472,5,3.8,1.4,0.4
12473,4.6,3.5,0.9,0.2
12474,5.1,3.2,1.7,0.7
12475,4.7,3.3,2,0.3
12476,5,3,1.6,0.4
12477,5,3.5,1.5,0.5
12478,5.1,3.4,1.5,0.2
12479,5.2,3.5,1.4,0.2
12480,4.7,3.2,1.5,0.4
12481,4.7,3.1,1.5,0.2
12482,5.3,3.3,1.4,0.6
12483,5.1,4.1,1.5,0.2
12484,5.4,4.1,1.4,0.2
12485,4.8,3.1,1.4,0.2
12486,5,3.1,1.1,0.3
12487,5.6,3.5,1.2,0.3
12488,4.8,3.1,1.6,0.2
12489,4.5,2.9,1.3,0.3
12490,4.9,3.4,1.4,0.2
12491,4.8,3.6,1.2,0.4
12492,4.4,2.4,1.4,0.4
12493,4.3,3.2,1.4,0.2
12494,5,3.3,1.6,0.5
12495,4.9,3.7,1.9,0.5
12496,4.8,2.9,1.5,0.5
12497,4.9,3.7,1.5,0.3
12498,4.6,3.2,1.3,0.4
12499,5.3,3.5,1.5,0.4
12500,4.9,3.3,1.4,0.1
12501,7,3.2,4.7,1.4
12502,6.5,3,4.5,1.4
12503,6.8,2.9,4.9,1.5
12504,5.5,2.1,3.9,1.3
12505,6.4,2.7,4.6,1.5
12506,5.7,2.7,4.5,1.3
12507,6.3,3.2,4.7,1.5
12508,4.8,2.2,3.4,1.1
12509,6.6,2.8,4.4,1.3
12510,5.1,2.7,3.8,1.5
12511,4.8,2,3.3,1
12512,5.8,2.8,4.3,1.5
12513,6.1,2.2,3.9,1.1
12514,5.9,2.9,4.6,1.5
12515,5.5,2.9,3.5,1.4
12516,6.5,3.1,4.3,1.5
12517,5.6,2.9,4.5,1.6
12518,5.6,2.6,4.1,1
12519,6,2,4.4,1.6
12520,5.5,2.4,3.8,1.1
12521,6,3.2,4.8,1.8
12522,6,2.9,3.9,1.4
12523,6.3,2.4,4.9,1.5
12524,6,2.7,4.6,1.2
12525,6.4,2.8,4.2,1.3
12526,6.5,3,4.2,1.4
12527,6.8,2.8,4.7,1.5
12528,6.8,2.8,4.9,1.8
12529,6,2.9,4.3,1.6
12530,5.7,2.5,3.3,1
12531,5.5,2.2,3.7,1.1
12532,5.4,2.4,3.7,1.1
12533,5.7,2.6,3.9,1.3
12534,5.8,2.7,5.1,1.7
12535,5.4,3,4.5,1.6
12536,5.8,3.3,4.6,1.6
12537,6.7,3.1,4.6,1.5
12538,6.3,2.2,4.5,1.5
12539,5.7,3,4,1.3
12540,5.4,2.6,4,1.4
12541,5.4,2.5,4.3,1.3
12542,5.9,2.9,4.5,1.5
12543,5.9,2.6,4,1.2
12544,5.1,2.3,3.2,1.1
12545,5.7,2.6,4.2,1.3
12546,5.6,2.9,4.2,1.3
12547,5.6,3,4.2,1.3
12548,6.2,2.8,4.1,1.4
12549,5,2.5,3,1.2
12550,5.5,2.8,4,1.4
12551,6.3,3.3,5.9,2.7
12552,5.8,2.6,4.9,2
12553,7.2,2.8,5.9,2.1
12554,6.3,2.9,5.6,1.7
12555,6.5,2.9,5.7,2.2
12556,7.6,3,6.5,2.1
12557,4.8,2.4,4.6,1.7
12558,7.2,2.9,6.2,2
12559,6.6,2.5,5.7,1.8
12560,7.1,3.5,6,2.5
12561,6.5,3.1,5.1,2.2
12562,6.4,2.7,5.3,1.9
12563,6.8,2.9,5.4,2.2
12564,5.5,2.3,4.9,2.2
12565,5.7,2.7,5.2,2.5
12566,6.2,3.1,5.2,2.3
12567,6.6,3,5.4,1.8
12568,7.8,3.7,6.6,2.3
12569,7.7,2.5,6.8,2.3
12570,6,2.1,5,1.5
12571,6.7,3.1,5.6,2.4
12572,5.6,2.7,4.8,2.2
12573,7.7,2.6,6.7,2.1
12574,6.3,2.7,4.8,1.8
12575,6.7,3.2,5.6,2.1
12576,7,3.1,5.9,1.9
12577,6,2.8,4.7,2
12578,6,3,4.9,1.8
12579,6.4,2.7,5.6,2.1
12580,7,3,5.7,1.7
12581,7.4,2.7,6.1,1.9
12582,8,3.7,6.3,2
12583,6.2,2.8,5.6,2.3
12584,6.3,2.7,5,1.5
12585,5.9,2.7,5.5,1.4
12586,7.6,2.9,6,2.4
12587,6.1,3.3,5.6,2.4
12588,6.3,3.2,5.5,1.8
12589,5.9,3,4.7,1.9
12590,6.8,3,5.3,2
12591,6.6,3.1,5.6,2.3
12592,6.9,3,5.1,2.4
12593,5.9,2.5,5.1,1.9
12594,6.8,3,5.8,2.3
12595,6.8,3.3,5.5,2.6
12596,6.7,3.1,5.2,2.3
12597,6.3,2.3,4.8,1.9
12598,6.4,3,5.1,2.1
12599,6.2,3.3,5.4,2.4
12600,5.8,2.9,5,1.9
12601,5,3.6,1.4,0.3
12602,4.8,3,1.3,0.3
12603,4.6,3.2,1.3,0.3
12604,4.6,3.1,1.4,0.3
12605,5.1,3.5,1.3,0.2
12606,5.3,3.8,1.6,0.3
12607,4.6,3.2,1.3,0.4
12608,5,3.3,1.3,0.2
12609,4.5,2.8,1.5,0.3
12610,4.8,3.2,1.4,0.1
12611,5.2,3.6,1.5,0.3
12612,4.7,3.4,1.7,0.2
12613,4.9,3,1.4,0.1
12614,4.4,2.9,1.2,0.2
12615,5.7,4,1.3,0.3
12616,5.8,4.3,1.5,0.5
12617,5.3,3.9,1.3,0.3
12618,5.1,3.6,1.2,0.4
12619,5.6,3.8,1.7,0.3
12620,5,3.8,1.5,0.4
12621,5.3,3.3,1.7,0.2
12622,5.1,3.6,1.4,0.4
12623,4.7,3.6,1,0.2
12624,5,3.2,1.6,0.5
12625,4.6,3.4,1.9,0.2
12626,4.9,3.1,1.5,0.3
12627,4.9,3.4,1.6,0.5
12628,5.1,3.4,1.3,0.3
12629,5.1,3.3,1.3,0.2
12630,4.5,3.1,1.7,0.4
12631,4.7,3.1,1.4,0.1
12632,5.3,3.3,1.5,0.4
12633,5.2,4,1.5,0.2
12634,5.4,4.3,1.3,0.3
12635,4.9,3,1.4,0.3
12636,4.9,3.1,1.1,0.2
12637,5.4,3.6,1.3,0.2
12638,4.9,3.1,1.3,0.2
12639,4.3,2.8,1.2,0.2
12640,5,3.3,1.4,0.2
12641,5,3.4,1.2,0.4
12642,4.4,2.4,1.4,0.5
12643,4.4,3.1,1.2,0.3
12644,4.9,3.5,1.5,0.7
12645,5.1,3.9,1.9,0.5
12646,4.7,3,1.4,0.3
12647,5.1,3.7,1.6,0.2
12648,4.5,3.1,1.4,0.2
12649,5.3,3.7,1.4,0.2
12650,4.9,3.3,1.3,0.3
12651,7,3.1,4.6,1.5
12652,6.3,3.1,4.4,1.5
12653,6.9,3.2,4.9,1.5
12654,5.5,2.3,4,1.2
12655,6.4,2.9,4.5,1.6
12656,5.8,2.7,4.6,1.3
12657,6.2,3.4,4.7,1.7
12658,4.8,2.5,3.2,1
12659,6.6,2.9,4.7,1.5
12660,5.1,2.6,3.8,1.4
12661,5,2,3.6,1
12662,5.9,2.9,4.1,1.6
12663,6,2.1,4,1.1
12664,6,3,4.6,1.5
12665,5.6,2.8,3.5,1.3
12666,6.7,3.1,4.5,1.5
12667,5.6,2.9,4.4,1.7
12668,5.8,2.7,3.9,1.1
12669,6.2,2.2,4.4,1.5
12670,5.5,2.5,3.9,1.1
12671,5.8,3.2,4.8,1.8
12672,6.1,2.7,3.9,1.3
12673,6.2,2.4,5,1.5
12674,6,2.8,4.7,1.2
12675,6.4,2.7,4.3,1.2
12676,6.5,3.1,4.5,1.4
12677,6.7,2.7,4.8,1.6
12678,6.7,2.9,4.9,1.8
12679,6.1,2.8,4.4,1.4
12680,5.6,2.6,3.6,1
12681,5.5,2.4,3.7,1.1
12682,5.3,2.4,3.6,1.1
12683,5.8,2.5,3.9,1.4
12684,5.8,2.6,5,1.7
12685,5.3,2.9,4.4,1.6
12686,6,3.4,4.5,1.6
12687,6.6,3.2,4.5,1.5
12688,6.3,2.2,4.3,1.2
12689,5.6,2.9,3.9,1.2
12690,5.4,2.5,3.9,1.4
12691,5.5,2.7,4.3,1.3
12692,6.1,2.9,4.6,1.5
12693,5.8,2.6,4,1.1
12694,5,2.3,3.2,1.1
12695,5.5,2.6,4.2,1.4
12696,5.6,2.9,4.2,1.2
12697,5.7,2.8,4.1,1.3
12698,6.1,2.7,4.2,1.2
12699,5.1,2.4,2.9,1.1
12700,5.7,2.7,4,1.2
12701,6.2,3.4,5.9,2.5
12702,5.7,2.7,4.9,2
12703,7,2.8,5.7,2.1
12704,6.2,3,5.5,1.7
12705,6.3,2.9,5.8,2.3
12706,7.6,3,6.5,2.3
12707,4.7,2.4,4.5,1.7
12708,7.2,2.9,6.3,1.8
12709,6.6,2.5,5.8,1.9
12710,7.3,3.5,6.1,2.6
12711,6.5,3.2,5.2,2.1
12712,6.3,2.8,5.3,1.9
12713,6.7,3,5.6,2.1
12714,5.6,2.3,4.9,2
12715,5.7,2.7,5.1,2.5
12716,6.3,3.1,5.3,2.3
12717,6.4,2.8,5.6,1.9
12718,7.6,3.7,6.5,2.2
12719,7.7,2.6,6.9,2.3
12720,5.9,2.2,5,1.6
12721,6.9,3.1,5.7,2.3
12722,5.5,2.8,4.9,2
12723,7.7,2.8,6.7,2.2
12724,6.2,2.7,4.9,1.9
12725,6.7,3.2,5.6,2
12726,7.1,3.1,5.9,1.8
12727,6.2,2.8,4.7,1.8
12728,6.1,2.9,4.9,1.9
12729,6.3,2.7,5.5,2.1
12730,7.3,2.9,5.7,1.7
12731,7.3,2.8,6,2.1
12732,7.8,3.8,6.3,2
12733,6.5,2.8,5.5,2.1
12734,6.2,2.6,5,1.4
12735,6.2,2.5,5.6,1.3
12736,7.8,3,6.1,2.3
12737,6.2,3.3,5.6,2.5
12738,6.4,3.1,5.4,1.9
12739,6,2.9,4.6,1.9
12740,6.9,3,5.4,2.1
12741,6.7,3.1,5.6,2.5
12742,6.9,3,5,2.5
12743,5.6,2.6,5.1,2.1
12744,6.7,3.2,5.9,2.5
12745,6.6,3.3,5.7,2.5
12746,6.6,2.9,5.2,2.2
12747,6.3,2.6,4.8,1.9
12748,6.3,3,5.2,2
12749,6.1,3.4,5.5,2.5
12750,6,3.1,5.1,1.8
12751,5.1,3.5,1.3,0.3
12752,4.9,3,1.4,0.3
12753,4.6,3.2,1.2,0.1
12754,4.4,3,1.5,0.3
12755,4.9,3.4,1.2,0.2
12756,5.4,3.9,1.7,0.4
12757,4.7,3.4,1.4,0.3
12758,4.9,3.4,1.6,0.2
12759,4.4,2.8,1.3,0.2
12760,4.8,3.1,1.5,0.2
12761,5.3,3.7,1.3,0.2
12762,4.8,3.4,1.6,0.3
12763,4.7,2.9,1.4,0.1
12764,4.3,3,1,0.1
12765,5.7,3.9,1.2,0.3
12766,5.7,4.4,1.6,0.4
12767,5.4,3.7,1.3,0.4
12768,5,3.5,1.4,0.2
12769,5.6,3.6,1.5,0.3
12770,5.1,3.8,1.5,0.5
12771,5.4,3.5,1.6,0.1
12772,5,3.7,1.5,0.5
12773,4.4,3.6,1,0.3
12774,5.1,3.3,1.7,0.5
12775,4.8,3.3,1.7,0.4
12776,4.9,3,1.5,0.2
12777,5,3.4,1.5,0.4
12778,5.2,3.4,1.6,0.4
12779,5.2,3.3,1.4,0.2
12780,4.7,3.2,1.6,0.2
12781,4.7,3.1,1.5,0.2
12782,5.3,3.2,1.4,0.4
12783,5.1,4,1.4,0.1
12784,5.4,4.1,1.4,0.4
12785,4.9,3.1,1.4,0.1
12786,4.9,3.1,1.1,0.2
12787,5.4,3.4,1.3,0.4
12788,4.9,3,1.4,0.1
12789,4.5,3,1.3,0.1
12790,5.2,3.4,1.5,0.3
12791,4.9,3.5,1.2,0.4
12792,4.4,2.3,1.2,0.3
12793,4.4,3.3,1.3,0.4
12794,4.9,3.3,1.7,0.6
12795,5,3.7,1.9,0.5
12796,4.7,3,1.3,0.4
12797,5.1,3.7,1.7,0.1
12798,4.6,3.1,1.2,0.1
12799,5.1,3.7,1.4,0.2
12800,4.9,3.2,1.2,0.3
12801,7,3.2,4.8,1.4
12802,6.4,3,4.4,1.4
12803,6.9,3.1,4.8,1.5
12804,5.4,2.1,4.1,1.4
12805,6.4,2.7,4.6,1.6
12806,5.6,2.6,4.5,1.4
12807,6.3,3.1,4.6,1.6
12808,4.9,2.3,3.2,1
12809,6.5,2.9,4.7,1.4
12810,5.1,2.6,3.8,1.4
12811,4.8,1.9,3.3,1
12812,5.8,3,4.1,1.4
12813,6,2.1,4,1
12814,6.1,2.8,4.7,1.3
12815,5.7,2.8,3.5,1.3
12816,6.5,3.1,4.4,1.4
12817,5.7,2.8,4.4,1.5
12818,5.9,2.6,3.9,1
12819,6.2,2.1,4.4,1.4
12820,5.5,2.3,3.9,1.1
12821,5.9,3.3,4.6,1.8
12822,6,2.9,3.9,1.3
12823,6.3,2.4,4.8,1.5
12824,6,2.7,4.5,1.2
12825,6.3,2.8,4.3,1.3
12826,6.6,2.9,4.4,1.5
12827,6.8,2.7,4.8,1.5
12828,6.5,3,4.9,1.7
12829,5.9,2.7,4.6,1.6
12830,5.8,2.7,3.6,0.9
12831,5.5,2.3,3.8,1.2
12832,5.3,2.4,3.7,1
12833,5.8,2.6,3.9,1.3
12834,5.8,2.6,5,1.7
12835,5.5,2.8,4.4,1.5
12836,5.9,3.4,4.3,1.6
12837,6.8,3.1,4.6,1.5
12838,6.1,2.4,4.3,1.3
12839,5.6,3.1,4,1.3
12840,5.4,2.4,3.8,1.3
12841,5.6,2.7,4.5,1.2
12842,6.1,2.9,4.6,1.5
12843,5.8,2.5,4,1.3
12844,5,2.2,3.3,1
12845,5.6,2.8,4.2,1.3
12846,5.7,2.9,4.2,1.2
12847,5.5,2.9,4.1,1.5
12848,6.2,2.8,4.2,1.3
12849,5.1,2.4,2.9,1
12850,5.8,2.8,4.2,1.2
12851,6.3,3.3,6.1,2.5
12852,5.8,2.6,5,2.1
12853,7.1,3,5.9,2
12854,6.3,2.7,5.6,1.8
12855,6.4,3,5.6,2.3
12856,7.5,2.8,6.7,2.1
12857,4.8,2.3,4.3,1.8
12858,7.4,2.8,6.1,2
12859,6.7,2.4,5.8,1.9
12860,7.2,3.5,6.1,2.5
12861,6.6,3.1,5,2
12862,6.3,2.6,5.2,2
12863,6.8,3.1,5.4,2
12864,5.6,2.5,4.9,2.1
12865,5.8,2.8,5.1,2.4
12866,6.4,3.2,5.3,2.4
12867,6.6,3.1,5.3,1.8
12868,7.6,3.8,6.6,2.3
12869,7.5,2.6,6.7,2.3
12870,6,2,5,1.5
12871,6.7,3.1,5.6,2.2
12872,5.6,2.8,4.8,2
12873,7.8,2.8,6.7,2.1
12874,6.3,2.6,4.8,2
12875,6.8,3.4,5.7,2.1
12876,7.1,3.3,5.8,1.8
12877,6,2.7,4.7,1.9
12878,6,2.8,4.9,1.8
12879,6.2,2.7,5.5,2.1
12880,7.1,2.8,5.6,1.7
12881,7.3,2.7,6.1,1.9
12882,7.8,3.6,6.3,2
12883,6.3,2.9,5.5,2.2
12884,6.2,2.7,5.1,1.5
12885,6.1,2.6,5.5,1.4
12886,7.8,3,6.1,2.2
12887,6.1,3.3,5.5,2.6
12888,6.2,3.1,5.4,1.8
12889,6,3,4.7,2
12890,6.8,3.1,5.3,2
12891,6.6,3.1,5.6,2.4
12892,6.8,3,5,2.4
12893,5.7,2.6,5.2,1.9
12894,6.7,3.1,5.8,2.4
12895,6.7,3.3,5.7,2.6
12896,6.6,2.9,5.1,2.5
12897,6.3,2.6,4.9,2.1
12898,6.4,2.9,5.1,2.1
12899,6.1,3.4,5.4,2.4
12900,5.8,2.9,5,1.8
12901,4.9,3.5,1.4,0.2
12902,4.8,2.8,1.3,0.3
12903,4.5,3.1,1.3,0.1
12904,4.4,2.9,1.4,0.3
12905,5,3.5,1.3,0.2
12906,5.3,3.9,1.6,0.5
12907,4.6,3.3,1.3,0.3
12908,4.9,3.4,1.3,0.3
12909,4.4,2.8,1.3,0.3
12910,4.9,3.2,1.4,0.1
12911,5.3,3.7,1.5,0.1
12912,4.7,3.3,1.5,0.4
12913,4.8,2.8,1.4,0.1
12914,4.3,3,1,0.2
12915,5.7,4,1.1,0.2
12916,5.6,4.5,1.5,0.5
12917,5.4,3.8,1.3,0.4
12918,5.2,3.5,1.3,0.4
12919,5.6,3.6,1.6,0.3
12920,4.9,3.8,1.4,0.3
12921,5.3,3.4,1.7,0.4
12922,5,3.6,1.3,0.6
12923,4.5,3.5,0.9,0.3
12924,5,3.2,1.7,0.5
12925,4.7,3.5,1.8,0.4
12926,4.9,3,1.4,0.3
12927,5,3.3,1.5,0.5
12928,5.1,3.5,1.5,0.4
12929,5.1,3.3,1.3,0.3
12930,4.7,3.1,1.6,0.3
12931,4.8,3,1.6,0.1
12932,5.4,3.5,1.5,0.6
12933,5.2,4.1,1.4,0.3
12934,5.4,4.1,1.3,0.2
12935,4.9,3,1.4,0.2
12936,4.9,3.1,1.3,0.2
12937,5.5,3.5,1.2,0.4
12938,4.9,3.1,1.5,0.1
